ko_id,ko_name,n_cells,kruskal_pval,dunns_1-2,dunns_1-3,dunns_2-3,fc_1-2,fc_1-3,fc_2-3,minfc_1,minfc_2,minfc_3,maxp_1,maxp_2,maxp_3,r,p
KO:K19465,mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-],3513,0.0,0.0,1.3401891652955004e-44,2.8448679045154715e-259,-10.863782,-2.805142,8.05864,-10.863782,8.05864,-8.05864,1.3401891652955004e-44,2.8448679045154715e-259,1.3401891652955004e-44,-0.6396880190850018,0.0
KO:K04516,chorismate mutase [EC:5.4.99.5],5846,0.0,0.0,2.054058421839601e-272,1.6776563065461372e-18,-4.0562706,-3.547549,0.5087218,-4.0562706,0.5087218,-0.5087218,2.054058421839601e-272,1.6776563065461372e-18,1.6776563065461372e-18,-0.6360256968037493,0.0
KO:K03650,tRNA modification GTPase [EC:3.6.-.-],6538,0.0,0.0,2.3434127751247883e-293,0.0002662638125946879,-1.4413657,-1.2113862,0.22997952,-1.4413657,0.22997952,-0.22997952,2.3434127751247883e-293,0.0002662638125946879,0.0002662638125946879,-0.6300775819038166,0.0
KO:K03495,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,6538,0.0,0.0,1.579461151753301e-247,6.35317253836249e-08,-1.2655544,-0.937994,0.32756042,-1.2655544,0.32756042,-0.32756042,1.579461151753301e-247,6.35317253836249e-08,6.35317253836249e-08,-0.6282201480607401,0.0
KO:K03796,Bax protein,4767,0.0,0.0,1.2800372072223494e-61,5.490722872021069e-160,-6.9303756,-2.2460053,4.68437,-6.9303756,4.68437,-4.68437,1.2800372072223494e-61,5.490722872021069e-160,1.2800372072223494e-61,-0.6231136049297465,0.0
KO:K01493,dCMP deaminase [EC:3.5.4.12],6496,0.0,0.0,0.0,2.2052046129939458e-41,-2.2330875,-3.1283622,-0.89527464,-3.1283622,-0.89527464,0.89527464,0.0,2.2052046129939458e-41,2.2052046129939458e-41,-0.6215639608635649,0.0
KO:K03007,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",2371,0.0,0.0,6.088340349177879e-65,1.403570698035149e-150,-7.40027,-1.5531082,5.847162,-7.40027,5.847162,-5.847162,6.088340349177879e-65,1.403570698035149e-150,6.088340349177879e-65,-0.619537039175914,0.0
KO:K03164,DNA topoisomerase II [EC:5.6.2.2],4604,0.0,0.0,6.28355693313011e-36,2.1909100144502971e-246,-7.334981,-2.0497532,5.285228,-7.334981,5.285228,-5.285228,6.28355693313011e-36,2.1909100144502971e-246,6.28355693313011e-36,-0.6139806500273215,0.0
KO:K15460,tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223],6062,0.0,0.0,0.0,2.9468687668086356e-19,-3.106684,-3.8523905,-0.74570656,-3.8523905,-0.74570656,0.74570656,0.0,2.9468687668086356e-19,2.9468687668086356e-19,-0.6115098829617519,0.0
KO:K03613,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E,5202,0.0,0.0,0.0,5.748719112711937e-48,-5.1257496,-7.235024,-2.1092744,-7.235024,-2.1092744,2.1092744,0.0,5.748719112711937e-48,5.748719112711937e-48,-0.606662245711167,0.0
KO:K15792,MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10],5229,0.0,0.0,1.8001610925595675e-177,5.899248359907566e-21,-3.9835987,-2.9597282,1.0238705,-3.9835987,1.0238705,-1.0238705,1.8001610925595675e-177,5.899248359907566e-21,5.899248359907566e-21,-0.6062390276178029,0.0
KO:K03617,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A,5232,0.0,0.0,0.0,1.294764341342303e-50,-4.8883424,-7.0132565,-2.1249142,-7.0132565,-2.1249142,2.1249142,0.0,1.294764341342303e-50,1.294764341342303e-50,-0.6013173786602597,0.0
KO:K03612,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G,5281,0.0,0.0,0.0,3.2693567156504692e-40,-4.723035,-6.7850957,-2.0620608,-6.7850957,-2.0620608,2.0620608,0.0,3.2693567156504692e-40,3.2693567156504692e-40,-0.59819801868149,0.0
KO:K10807,ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1],3745,0.0,0.0,2.1763782685891347e-07,0.0,-7.151597,-0.6748049,6.4767923,-7.151597,6.4767923,-6.4767923,2.1763782685891347e-07,0.0,2.1763782685891347e-07,-0.59659600282596,0.0
KO:K03614,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2],5537,0.0,0.0,0.0,5.556279216983164e-59,-4.3887124,-6.5918164,-2.203104,-6.5918164,-2.203104,2.203104,0.0,5.556279216983164e-59,5.556279216983164e-59,-0.5958963982445006,0.0
KO:K13998,dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45],3338,0.0,0.0,1.345760064777152e-105,2.9646301555475306e-58,-5.910576,-3.5839257,2.3266501,-5.910576,2.3266501,-2.3266501,1.345760064777152e-105,2.9646301555475306e-58,2.9646301555475306e-58,-0.59325732307587,0.0
KO:K00891,shikimate kinase [EC:2.7.1.71],6539,0.0,0.0,0.0,0.01643578803125527,-1.522438,-1.2442856,0.27815247,-1.522438,0.27815247,-0.27815247,0.0,0.01643578803125527,0.01643578803125527,-0.5916517066178292,0.0
KO:K00243,uncharacterized protein,5720,0.0,0.0,1.1849925127549762e-178,6.596196727967987e-36,-4.2021294,-3.2546244,0.947505,-4.2021294,0.947505,-0.947505,1.1849925127549762e-178,6.596196727967987e-36,6.596196727967987e-36,-0.591415805062585,0.0
KO:K03498,trk system potassium uptake protein,6488,0.0,0.0,0.0,3.8993943681621453e-20,-2.8396358,-4.1747017,-1.3350658,-4.1747017,-1.3350658,1.3350658,0.0,3.8993943681621453e-20,3.8993943681621453e-20,-0.5908518005383097,0.0
KO:K17486,dimethylsulfoniopropionate demethylase [EC:2.1.1.269],2547,0.0,0.0,9.42073714006136e-09,5.401340528068293e-285,-9.087841,-0.41698265,8.670858,-9.087841,8.670858,-8.670858,9.42073714006136e-09,5.401340528068293e-285,9.42073714006136e-09,-0.5862930275822337,0.0
KO:K09765,epoxyqueuosine reductase [EC:1.17.99.6],4978,0.0,2.0066716424201636e-189,0.0,9.311228004617686e-160,-3.8121104,-6.992954,-3.1808434,-6.992954,-3.1808434,3.1808434,2.0066716424201636e-189,9.311228004617686e-160,9.311228004617686e-160,-0.5855355051994021,0.0
KO:K10808,ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1],3576,0.0,0.0,0.0011186454653166775,0.0,-7.7150803,-0.15953445,7.555546,-7.7150803,7.555546,-7.555546,0.0011186454653166775,0.0,0.0011186454653166775,-0.5819044062475046,0.0
KO:K17497,phosphomannomutase [EC:5.4.2.8],2660,0.0,0.0,0.0001985095134229216,7.194193988861139e-286,-6.1234493,-0.17795658,5.9454927,-6.1234493,5.9454927,-5.9454927,0.0001985095134229216,7.194193988861139e-286,0.0001985095134229216,-0.5817621496099301,0.0
KO:K01594,sulfinoalanine decarboxylase [EC:4.1.1.29],2481,0.0,0.0,1.9831773501805939e-50,6.513849968449536e-119,-7.0758343,-1.2884324,5.787402,-7.0758343,5.787402,-5.787402,1.9831773501805939e-50,6.513849968449536e-119,1.9831773501805939e-50,-0.5801840511423897,0.0
KO:K03615,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2],5780,0.0,0.0,0.0,5.870016706812237e-63,-3.870615,-6.1930804,-2.3224654,-6.1930804,-2.3224654,2.3224654,0.0,5.870016706812237e-63,5.870016706812237e-63,-0.5771618945319391,0.0
KO:K03010,DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6],4054,0.0,0.0,4.793866740775317e-12,0.0,-8.214964,-0.86813056,7.3468337,-8.214964,7.3468337,-7.3468337,4.793866740775317e-12,0.0,4.793866740775317e-12,-0.576543825156946,0.0
KO:K04801,replication factor C small subunit,5477,0.0,0.0,0.0,0.8137170876898524,-5.3799458,-4.9748144,0.40513182,-5.3799458,0.40513182,-0.40513182,0.0,0.8137170876898524,0.8137170876898524,-0.5763907581434704,0.0
KO:K00980,glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39],6160,0.0,0.0,2.419321082952045e-137,8.281371546970261e-51,-3.43612,-1.865922,1.570198,-3.43612,1.570198,-1.570198,2.419321082952045e-137,8.281371546970261e-51,8.281371546970261e-51,-0.5746033499751405,0.0
KO:K00560,thymidylate synthase [EC:2.1.1.45],6539,0.0,0.0,5.317157481252825e-269,0.0004238033350449456,-1.3269043,-1.0629892,0.26391506,-1.3269043,0.26391506,-0.26391506,5.317157481252825e-269,0.0004238033350449456,0.0004238033350449456,-0.5732239209652181,0.0
KO:K03451,"betaine/carnitine transporter, BCCT family",3337,0.0,0.0,1.6423626874096415e-112,1.5209653886496932e-72,-8.542179,-4.8322067,3.709972,-8.542179,3.709972,-3.709972,1.6423626874096415e-112,1.5209653886496932e-72,1.5209653886496932e-72,-0.5721444433008819,0.0
KO:K03269,"UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]",6470,0.0,0.0,1.2063663086015685e-189,4.458694974223144e-43,-2.4326897,-1.8034029,0.62928677,-2.4326897,0.62928677,-0.62928677,1.2063663086015685e-189,4.458694974223144e-43,4.458694974223144e-43,-0.5705443702883949,0.0
KO:K12267,peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12],6423,0.0,2.668558824824642e-244,0.0,1.137826548880201e-52,-1.9398096,-2.8786538,-0.9388442,-2.8786538,-0.9388442,0.9388442,2.668558824824642e-244,1.137826548880201e-52,1.137826548880201e-52,-0.5705219626283318,0.0
KO:K00293,"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]",5378,0.0,0.0,2.2312542479910393e-264,2.284511804615811e-16,-4.163039,-3.805527,0.35751247,-4.163039,0.35751247,-0.35751247,2.2312542479910393e-264,2.284511804615811e-16,2.284511804615811e-16,-0.5702831552488361,0.0
